Tweet Id,Text,Username,Noisy,Location,Name,User_Id,Year,sentiment,sentimentclass,sentimentnum,Gender
9.47166262966276e+17,Imagine going into a Feminist owned shop and forcing them by law to make an anti abortion cake or forcing a Jewish shop to make a pro Nazi product or forcing an Atheists shop to make religious products or this will get ugly,jgoldman33,abortion,"Minnesota, USA",Jordan,772792938.0,2017,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.6808}",negative,1,male
9.47159157626495e+17,IMO no way this girl would have aborted if she saw a week plus baby so ultrasound is key for later term abortion for sure,APLMom,abortion,Colorado,Jodi,28435461.0,2017,"{'neg': 0.08, 'neu': 0.836, 'pos': 0.084, 'compound': 0.0258}",neutral,0,female
9.471584016493364e+17,You want to see real genocide Keep ignoring climate change We won t need abortion,imetlucas,abortion,"Phoenix, AZ",Lucas,7.073623371879629e+17,2017,"{'neg': 0.137, 'neu': 0.609, 'pos': 0.254, 'compound': 0.3182}",positive,2,male
9.471558156428248e+17,The reason that otherwise rational evangelicals support the GOP regardless is abortion To them it is tantamount to murder,SusanTPohlmann,abortion,Joan of Arc Island,Susan,1210056858.0,2017,"{'neg': 0.193, 'neu': 0.697, 'pos': 0.111, 'compound': -0.4588}",negative,1,female
9.471529425404273e+17,I believe in homosexuality I have several friends that are gay Ive been in a gay wedding Im against abortion but believe in the constitution and Im not religious but I do believe in God You have no point Try again maybe eventually you will make sense,BooBooNyc,abortion,"Texas, USA",Sarah,918035388.0,2017,"{'neg': 0.054, 'neu': 0.854, 'pos': 0.091, 'compound': 0.2263}",positive,2,female
9.47148180176634e+17,Longstanding Planned Parenthood Abortion Clinic Closes in Iowa tcot winning,SweetFreedom29,abortion,"Freedom, USA",Sharon,314243234.0,2017,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.5267}",positive,2,female
9.471464357698478e+17,Judge Upholds Controversial Bill Requiring Taxpayers to Fund Abortions in Illinois tcot,SweetFreedom29,abortion,"Freedom, USA",Sharon,314243234.0,2017,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}",negative,1,female
9.471457687706584e+17,Abortion is the overwhelming majority of what they do Over of them every year More than Million since RvW But safe legal and RARE or something Clinics that do actual healthcare outnumber them to and where that money should go,JoeC1776,abortion,USA,Joe,386331159.0,2017,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.6808}",positive,2,male
9.47144260150739e+17,This Baby Was Saved From Abortion After It Had Already Started Wait Til You See How,Americansare,abortion,Oregon,judy,2892486544.0,2017,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}",positive,2,female
9.471416686414112e+17,Red State voters that have been voting GOP to stop abortions how s that worked for you So worried about my body you don t care if your children have schooling insurance etc Try voting your pocketbook not my uterus Screwing yourself so women can t terminate dumb,rose48809,abortion,"Michigan, USA",rose,7.44003214840832e+17,2017,"{'neg': 0.149, 'neu': 0.765, 'pos': 0.087, 'compound': -0.5424}",negative,1,female
9.47136353938047e+17,how do you feel about abortions,Tysim6,abortion,New York,Ty,701800638.0,2017,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,0,male
9.471333233521746e+17,I see this comment a lot from the pro abortion side If a fetus is not a human when exactly does this fetus become a human In fact a fetus is a human at the smallest stage of life There is no point where said fetus magically transforms into a human,prolifemamma,abortion,Midwest USA,Rebecca,9.215588692136305e+17,2017,"{'neg': 0.042, 'neu': 0.958, 'pos': 0.0, 'compound': -0.296}",negative,1,female
9.471293629938934e+17,Abortion is murder Case closed,Jack62448376,abortion,"Texas, USA",Jack,8.029430186762936e+17,2017,"{'neg': 0.54, 'neu': 0.46, 'pos': 0.0, 'compound': -0.6908}",negative,1,male
9.47127486919467e+17,BOYS DONT HAVE ABORTIONS BOYS ARE BOYS GIRLS ARE GIRLS BAN ABORTION ADRENOCHROME FACTORIES,LMJCsTT,abortion,Small town USA,Tricia,8.087865661854474e+17,2017,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.5574}",negative,1,female
9.471223610647388e+17,Abortion is a Satanic Sacrifice CD set by Ex Satanist Zachary King,LMJCsTT,abortion,Small town USA,Tricia,8.087865661854474e+17,2017,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,0,female
9.471185913752822e+17,Hilary was Caligula pro abortion Trump was Nero which is why some of us voted for him,H_Dwight_Beers,abortion,Surprise AZ,Dwight,60303154.0,2017,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,0,male
9.47117028946608e+17,Abortion doulas The quiet foot soldiers in the fight for reproductive rights via,AdamAWanderer,abortion,"Hot Springs, Arkansas  71901",William,22225065.0,2017,"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.3818}",negative,1,male
9.471157990298255e+17,Abortion isn t a reproductive right it s just you killing your own child because they re inconvenient to you,StevenWC_,abortion,"Los Angeles, CA",Steven,7.949092241405379e+17,2017,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.7783}",negative,1,male
9.471147664594616e+17,Im curious do pro life people think women have sex just to have abortions Do they ever think about why they choose to have abortions,pacmanface8,abortion,"Southfield, MI",Dante,9.153821611586764e+17,2017,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.3182}",positive,2,male
9.471133991792026e+17,Not really Many PP are closing down lots of bills being passed or presented many abortion doctors and prochoice people switching sides many prolife groups popping up to train and equip people So definitely not losing by any standard Have a lot of work to do though,pixelprotectors,abortion,Indiana,derek,2311063871.0,2017,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.7131}",positive,2,male
9.471098888990596e+17,Ah yes because there is no good nor bad nor right or wrong Only blind pitiless indifference So your supposed right to an abortion is as pointless as a humans right to life Got it,pixelprotectors,abortion,Indiana,derek,2311063871.0,2017,"{'neg': 0.257, 'neu': 0.626, 'pos': 0.117, 'compound': -0.6394}",negative,1,male
9.471082275982172e+17,Zero force The unborn develop naturally No one is holding a gun to the embryo or fetus forcing it to develop Completely dishonest to say force is being used The only force that happens is when you force a healthy life to be interrupted and killed via elective abortion,pixelprotectors,abortion,Indiana,derek,2311063871.0,2017,"{'neg': 0.251, 'neu': 0.705, 'pos': 0.044, 'compound': -0.9117}",negative,1,male
9.471050361523324e+17,Why do so many Republicans hate college KochBrothers keep the masses uneducated so they vote policies that favor Republican donors God Guns Abortion,alemlek,abortion,Northeast,Adele,16549769.0,2017,"{'neg': 0.138, 'neu': 0.695, 'pos': 0.167, 'compound': -0.0422}",neutral,0,female
9.470693837923082e+17,And for the record I am absolutely disgusted by abortion,mrcooper1204,abortion,"Laurel, MT",Michael,7.89438722991231e+17,2017,"{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.5709}",negative,1,male
9.470652696833924e+17,No The point is Is shouting your abortion something that is within reason Is abortion from conception to live birth for any reasonNARALs positionwithin reason,martyduren,abortion,"Hermitage, TN",Marty,31228459.0,2017,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.296}",negative,1,male
9.470643534629316e+17,cut abortions cut food stamps cut healthcare for ill children but please don t have the abortions this Fuck will I m sure,teena419,abortion,United States,Christine,8.92477343461249e+17,2017,"{'neg': 0.358, 'neu': 0.469, 'pos': 0.173, 'compound': -0.6528}",negative,1,female
9.470607148161064e+17,Abortion is black genocide,janetkoehler123,abortion,"Ohio, USA",Jan,2736584002.0,2017,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,0,female
9.470606537470648e+17,Let me see NO abortions BUT when made to give birth the government wants to cut their healthcare to die amp rest go hungry no foodstamp,teena419,abortion,United States,Christine,8.92477343461249e+17,2017,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.9147}",negative,1,female
9.470567634084372e+17,Murders would celebrate abortions,Barbara72468224,abortion,"Cedar Hill, TX",Barbara,4062490634.0,2017,"{'neg': 0.412, 'neu': 0.206, 'pos': 0.381, 'compound': -0.0772}",negative,1,female
9.470422028191375e+17,Contraception has what to do with abortion Im aware that there are certain medical conditions treated by using contraception I do not however see pregnancy as a medical condition It is the creation of an innocent human life Abortion is murder DefundPP,2handedbanana,abortion,Ohio,John,2638516523.0,2017,"{'neg': 0.095, 'neu': 0.771, 'pos': 0.134, 'compound': -0.0258}",neutral,0,male
9.470413439221964e+17,Top story Planned Parenthood on Twitter Abortion is health care Abortion is see more,esif22,abortion,"Sacramento, CA",Andrew,103405892.0,2017,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.6124}",positive,2,male
9.470004118982368e+17,Also if you don t like how your tax money is spent feel free to write your Congressman The supreme Court has ruled in favor of the legalization of abortion It s a human right To not be eaten by a parasite for months,KnobleOutlaw,abortion,"Boston, MA",Grayson,461335976.0,2017,"{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.9022}",positive,2,male
9.469932659198444e+17,A fetus is the miracle of life God created it It has a soul It has a purpose Abortion is just wrong,mrsg_1967,abortion,"Pennsylvania, USA",Sherry,8.772253345837752e+17,2017,"{'neg': 0.107, 'neu': 0.621, 'pos': 0.272, 'compound': 0.5859}",positive,2,female
9.469925104501391e+17,Old liberal shows with gays back on Head of the Class was making being gay normal to students in that episode Maude is back on She had an abortion in one episode Female Adore Me clothing like semi porn jean ad with camera focused on female sucks,ConnieLovesHugs,abortion,"Connecticut, USA",Connie,8.54699713911808e+17,2017,"{'neg': 0.046, 'neu': 0.793, 'pos': 0.161, 'compound': 0.7351}",positive,2,female
9.469916997917244e+17,Ill watch it tomorrow In bed and house is quiet I dont get the Left screaming for BC and then acting like people are too stupid to use it Abortion should be rare and special cases If people used condoms we wouldnt need PP Where are the all the feminists on that,APLMom,abortion,Colorado,Jodi,28435461.0,2017,"{'neg': 0.144, 'neu': 0.77, 'pos': 0.085, 'compound': -0.5574}",negative,1,female
9.469890778359236e+17,You believe in science Arent you pro choice Mayo Clinic said By all the criteria of modern molecular biology life is present from the moment of conception overwhelming science agrees Abortion kills a life,Dan_Burke_59,abortion,"California, USA",Dan,8.02153657944789e+17,2017,"{'neg': 0.094, 'neu': 0.858, 'pos': 0.048, 'compound': -0.4019}",negative,1,male
9.469818755407832e+17,What percentage of abortions performed improve or maintain your health,ReformNProgress,abortion,"Knoxville,TN",Laura,78458569.0,2017,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",positive,2,female
9.469777412531036e+17,People who believe that abortion is ok remember thou shall not kill is one of the Ten Commandments That baby has a soul and belongs to the Lord,mrsg_1967,abortion,"Pennsylvania, USA",Sherry,8.772253345837752e+17,2017,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.713}",positive,2,female
9.46977435307987e+17,I think the Democrats are using the Muslims to get rid of LGBTQ and they planned for abortion to cut down population of black people All the while pretending they were helping them,michellmybell1,abortion,United States,Michele,7.992587184456499e+17,2017,"{'neg': 0.059, 'neu': 0.84, 'pos': 0.101, 'compound': 0.128}",positive,2,female
9.469754664177868e+17,Abortion is a Satanic Sacrifice CD set by Ex Satanist Zachary King,LMJCsTT,abortion,Small town USA,Tricia,8.087865661854474e+17,2017,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,0,female
9.469719956813414e+17,protection is important The idea that abortion is an acceptable form of birth control is sickening Especially with all of the knowledge available today Who s preventing condom sales What community This is indeed an outrage Or are condoms not birth control,Mamasinked,abortion,Nevada,Kelly,40610622.0,2017,"{'neg': 0.16, 'neu': 0.757, 'pos': 0.084, 'compound': -0.5719}",negative,1,female
9.469686636299468e+17,They help woman get ultrasounds because approx of woman do not get an abortion after seeing the baby on an ultrasound the truth sets that baby free or saves their lives,Hope4RTomorrows,abortion,"North Carolina, USA",Baylee,20652644.0,2017,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.8074}",positive,2,female
9.469679342908006e+17,FF strikes a perfect balance of snark and education about abortion and reproductive health,GodlessInOK,abortion,Oklahoma,Bobby,1241157234.0,2017,"{'neg': 0.121, 'neu': 0.531, 'pos': 0.349, 'compound': 0.694}",positive,2,male
9.469669966793564e+17,Actress Martha Plimton hosting a ShoutYourAbortion event announces to the crowd she had her first abortion here in Seattle Crowd erupts into thunderous cheers Tell me again how abortion is not celebrated,ddwalk34,abortion,Gulfport Mississippi,Daniel,513614510.0,2017,"{'neg': 0.083, 'neu': 0.831, 'pos': 0.086, 'compound': 0.0263}",neutral,0,male
9.4696479814264e+17,Trump s loved by the Klu Klux Klan and by evangelical Christians which is strange because he s the perfect argument both against white supremacy and for abortion FrankieBoyle,Poeia,abortion,NYC,Jane,20751006.0,2017,"{'neg': 0.116, 'neu': 0.647, 'pos': 0.237, 'compound': 0.6705}",positive,2,female
9.469596885449892e+17,Why yes I have heard of the Hyde Amendment which everyone in favor of legal abortion just loves to cite when they re not making open war on it against the will of the vast majority of taxpayers,Nicole_in_DC,abortion,"Washington, D.C.",Nicole,2530493748.0,2017,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.9144}",positive,2,female
9.46959666310824e+17,NATALIA S ABORTION IS GONNA FUCK HER UP WHEN SHE HAS SLEEP PARALYSIS,bombshelizbeth,abortion,"Arizona, USA",beth,8.919629582631444e+17,2017,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.5423}",negative,1,female
9.469495969028424e+17,Anytime Its just bs men try to say what women can and cant do with their bodies especially when they assume that abortion is such an easy option Then they want to do some bs with miscarriages as if that isnt hard enough Smh,hoosiemommy27,abortion,"Indiana, USA",Misty,8.249456395576238e+17,2017,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.666}",positive,2,female
9.469460538274528e+17,I live in the middle of America too Living here doesnt somehow make this abortion of a President any better He sucks whether youre on the coast or middle of the country,Magnet0WasRight,abortion,"Kansas City, MO",Chris,327680992.0,2017,"{'neg': 0.071, 'neu': 0.847, 'pos': 0.082, 'compound': 0.1027}",positive,2,male
9.469456512916398e+17,Siding with helpless unborn children equals a lack of empathy in your mind If an unplanned baby is such a burden then it s not hard to conclude that toddlers are quite burdensome as well Let s extend legal abortion to the st grade You know out of empathy,lucidtornado,abortion,"Florida, USA",Mike,7.99437766153175e+17,2017,"{'neg': 0.191, 'neu': 0.693, 'pos': 0.116, 'compound': -0.7531}",negative,1,male
9.469440533373788e+17,Abortion is not health care But yes death is usually the end of story,KPTurn,abortion,"Virginia, USA",Kyle,42411728.0,2017,"{'neg': 0.33, 'neu': 0.507, 'pos': 0.163, 'compound': -0.5594}",negative,1,male
9.469439529173524e+17,Likewise abortions performed to save the lives of women are exceedingly rare The real issue is abortion for convenience or because the child is simply not wanted R C Sproul,ReformedMike,abortion,Central Florida ,Mike,393319043.0,2017,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.4939}",positive,2,male
9.469439018139566e+17,In some countries abortion is not legalized Do you agree,JanelRojas17,abortion,"Los Angeles, TX",Janel,9.422774362046176e+17,2017,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",positive,2,female
9.469421704513824e+17,Abortion healthcare just as much asbreast implants rhinoplasty and lip fillersNot healthcare at all Anyone who says so doesn t know anything about healthcare,chobday77,abortion,"Texas, USA",Charlotte,4662502452.0,2017,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,0,female
9.469347689518408e+17,Ive listened to a lot of discussion about emergency contraception People were freaked in the s saying it was an abortion pill even though They could NEVER explain how why and It s just not Walmart stores even pulled it in the s Still sold guns though,_Converter_,abortion,"Ohio, USA",Jacob,2255164940.0,2017,"{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.5859}",negative,1,male
9.469315432551384e+17,Yeah because republicans want you to keep more of your money for duh your family Boy do those republican Love abortion too babies killed since Roe v Wade thanks republicans,becasilverstein,abortion,South East Asia,Becca,7.367507810937078e+17,2017,"{'neg': 0.112, 'neu': 0.623, 'pos': 0.264, 'compound': 0.6249}",positive,2,female
9.469286409394954e+17,This is always a cause for great jubilation I pray the day comes quickly that I can celebrate the closing of every last abortion mill standing,ReformedMike,abortion,Central Florida ,Mike,393319043.0,2017,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.8779}",positive,2,male
9.469283333501952e+17,Why is Hartford Connecticut Attacking Pregnancy Centers That Provide Abortion Alternatives,bwtanker,abortion,"MO, USA",William,1242171468.0,2017,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4588}",negative,1,male
9.469282858077676e+17,Should the Supreme Court Force Pregnancy Centers to Promote Abortions,bwtanker,abortion,"MO, USA",William,1242171468.0,2017,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.7351}",positive,2,male
9.46928096694952e+17,Pregnant Year Old Rejects Abortion Now Faces Intense Bullying From Her Classmates,bwtanker,abortion,"MO, USA",William,1242171468.0,2017,"{'neg': 0.408, 'neu': 0.517, 'pos': 0.075, 'compound': -0.7783}",negative,1,male
9.469278038025708e+17,Abortion Clinic Tells Undercover Caller It Aborts Babies Up to Weeks and Days One Day Before Viability,bwtanker,abortion,"MO, USA",William,1242171468.0,2017,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,0,male
9.469254400269884e+17,Abortion is a Satanic Sacrifice CD set by Ex Satanist Zachary King MURDER IS NOT HEALTHCARE,LMJCsTT,abortion,Small town USA,Tricia,8.087865661854474e+17,2017,"{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.7531}",negative,1,female
9.469120075755396e+17,You dont know why women have abortions Consider yourself lucky There are PLENTY of children who NEVER get adopted,sara_squirrel,abortion,Connecticut,Sara,191844172.0,2017,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}",positive,2,female
9.469049549581764e+17,If abortion wasn t still such a hot issue amp the NRA GOP would be nothing like it is or was they are going down,llidenn,abortion,Ohio,linda,344349171.0,2017,"{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.2755}",negative,1,female
9.469042750614938e+17,Youve been saying all kinds of things about killing a fetus Never once have you cared about the opinion of the fetus Now you pretend its not your business Thats awesome Quit supporting abortion which ends the life of a tiny human None of your business,michellmybell1,abortion,United States,Michele,7.992587184456499e+17,2017,"{'neg': 0.102, 'neu': 0.724, 'pos': 0.173, 'compound': 0.6124}",positive,2,female
9.468998913217864e+17,This is the within reason abortion dilemma Reason to the Left is irrational the Right This site for instance about that most personal of all decisions or so were told,martyduren,abortion,"Hermitage, TN",Marty,31228459.0,2017,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.4767}",negative,1,male
9.46893359708242e+17,Abortion is MURDER Abortion is MURDER Abortion is MURDER Abortion is MURDER Abortion is MURDER,Cathy73337919,abortion,Pigeon Forge Tennessee,Cathy,8.953668853568389e+17,2017,"{'neg': 0.731, 'neu': 0.269, 'pos': 0.0, 'compound': -0.9851}",negative,1,female
